# x_m,y_m,w_tr_right_m,w_tr_left_m
11.8400,3.6600,0.7310,0.7310
11.8300,3.6500,0.7250,0.7250
11.8200,3.6500,0.7310,0.7310
11.8100,3.6400,0.7250,0.7250
11.8000,3.6400,0.7310,0.7310
11.7900,3.6300,0.7250,0.7250
11.7800,3.6300,0.7310,0.7310
11.7700,3.6300,0.7273,0.7273
11.7600,3.6300,0.7213,0.7213
11.7500,3.6200,0.7233,0.7233
11.7400,3.6200,0.7172,0.7172
11.7300,3.6200,0.7112,0.7112
11.7200,3.6200,0.7052,0.7052
11.7100,3.6100,0.7071,0.7071
11.7000,3.6100,0.7011,0.7011
11.6900,3.6100,0.6950,0.6950
11.6800,3.6100,0.6910,0.6910
11.6700,3.6100,0.6851,0.6851
11.6600,3.6000,0.6871,0.6871
11.6500,3.6000,0.6810,0.6810
11.6400,3.6000,0.6791,0.6791
11.6300,3.6000,0.6771,0.6771
11.6200,3.6000,0.6731,0.6731
11.6100,3.6000,0.6691,0.6691
11.6000,3.5900,0.6731,0.6731
11.5900,3.5900,0.6691,0.6691
11.5800,3.5900,0.6671,0.6671
11.5700,3.5900,0.6632,0.6632
11.5600,3.5900,0.6571,0.6571
11.5500,3.5800,0.6591,0.6591
11.5400,3.5800,0.6571,0.6571
11.5300,3.5800,0.6551,0.6551
11.5200,3.5800,0.6532,0.6532
11.5100,3.5800,0.6512,0.6512
11.5000,3.5700,0.6592,0.6592
11.4900,3.5700,0.6573,0.6573
